time,P_mean_kW,95th,5th,E_mean_kWh,E_95_kWh,E_5_kWh
00:00,0.163453356305216,0.1717524624025711,0.1555946482827817,0.040863339076304,0.04293811560064278,0.03889866207069542
00:15,0.1318695152264501,0.1388448043013014,0.125365148473193,0.032967378806612525,0.03471120107532535,0.03134128711829825
00:30,0.1269551003959917,0.1342965250813208,0.120132716681373,0.031738775098997925,0.0335741312703302,0.03003317917034325
00:45,0.1172021697986428,0.1240646224968502,0.110863261276996,0.0293005424496607,0.03101615562421255,0.027715815319249
01:00,0.1033399650323175,0.1094834537283655,0.0977453122558351,0.025834991258079375,0.027370863432091375,0.024436328063958776
01:15,0.0920269696088522,0.0973826908301275,0.0872005373066201,0.02300674240221305,0.024345672707531876,0.021800134326655025
01:30,0.0947336927840622,0.0999438354197499,0.0899961327831779,0.02368342319601555,0.024985958854937474,0.022499033195794476
01:45,0.0890054275800652,0.0939800232951935,0.0845129870299365,0.0222513568950163,0.023495005823798376,0.021128246757484124
02:00,0.0824005554315497,0.086832035007456,0.078458253705128,0.020600138857887425,0.021708008751864,0.019614563426282
02:15,0.0790135230632158,0.083615687336337,0.0749361463677179,0.01975338076580395,0.02090392183408425,0.018734036591929477
02:30,0.0765013357660251,0.080865402125471,0.0726442847982414,0.019125333941506274,0.02021635053136775,0.01816107119956035
02:45,0.0731893135651872,0.0771486239417247,0.0697272505459168,0.0182973283912968,0.019287155985431174,0.0174318126364792
03:00,0.0691922542962309,0.0727541209620848,0.0661302199516719,0.017298063574057724,0.0181885302405212,0.016532554987917975
03:15,0.069690656208197,0.0731786676144111,0.0666301315111774,0.01742266405204925,0.018294666903602774,0.01665753287779435
03:30,0.0724094894369179,0.0762262117814936,0.0690512852334208,0.018102372359229475,0.0190565529453734,0.0172628213083552
03:45,0.0744872926750426,0.0781094815259459,0.0712592547424842,0.01862182316876065,0.019527370381486477,0.01781481368562105
04:00,0.0855997691904615,0.0908719210086683,0.080837573259487,0.021399942297615375,0.022717980252167074,0.02020939331487175
04:15,0.0920591114846716,0.097481379238649,0.0871291658180837,0.0230147778711679,0.02437034480966225,0.021782291454520927
04:30,0.0897956826821344,0.0946363345089498,0.0853737898587933,0.0224489206705336,0.02365908362723745,0.021343447464698326
04:45,0.0893775739775845,0.0936618817739717,0.085464850420756,0.022344393494396125,0.023415470443492924,0.021366212605189
05:00,0.1028754376826952,0.1082078114883641,0.0979462054316838,0.0257188594206738,0.027051952872091025,0.02448655135792095
05:15,0.1019798293602932,0.107447752087144,0.0969843018697889,0.0254949573400733,0.026861938021786,0.024246075467447226
05:30,0.1171729411641745,0.1237312468237723,0.1110837377964493,0.029293235291043624,0.030932811705943076,0.027770934449112324
05:45,0.1449015767813563,0.1523063462041195,0.1379028183824032,0.03622539419533907,0.03807658655102988,0.0344757045956008
06:00,0.1530421718793803,0.1606762228274168,0.1458190535010625,0.038260542969845074,0.0401690557068542,0.036454763375265625
06:15,0.1758922952505346,0.1846537789495481,0.1675410814089094,0.04397307381263365,0.046163444737387024,0.04188527035222735
06:30,0.189000108499026,0.1981311666791101,0.1802609502440133,0.0472500271247565,0.049532791669777525,0.04506523756100333
06:45,0.2034992062212058,0.2129381409559249,0.1944394212746589,0.05087480155530145,0.05323453523898122,0.04860985531866473
07:00,0.2034705984800918,0.2129086673636933,0.1944309217177079,0.05086764962002295,0.05322716684092332,0.048607730429426975
07:15,0.1969817472773137,0.2061553242711691,0.1881989641889698,0.04924543681932843,0.05153883106779227,0.04704974104724245
