time,P_mean_kW,95th,5th
00:00,384.6170656541273,397.61742366378746,371.8704224978553
00:15,336.2198819133492,348.04770688048546,324.66508941650767
00:30,324.4105917804759,336.0192488165572,313.0458557354767
00:45,283.9377961221924,293.43074424304854,274.67818202237453
01:00,232.75361815327727,239.8773040078314,225.85512512680148
01:15,218.62320534136379,226.33173244918208,211.1885568495792
01:30,198.95799448485437,206.38011862343808,191.85084634089765
01:45,182.00397480533255,188.25593517878212,176.06383138948829
02:00,192.1615070854206,199.08849882049336,185.5118088696032
02:15,200.9587988257788,208.28751991272662,193.897766460615
02:30,193.19764197674203,200.0010908451494,186.67861874963612
02:45,179.85407603978388,185.79344130661366,174.16858532528698
03:00,184.60342265617038,190.757245458882,178.72058021684242
03:15,225.9202293783312,233.93564134484686,218.15896803754433
03:30,222.24541814791203,229.05355800058467,215.65272925045807
03:45,253.69577355909735,261.3059678260179,246.28633094459383
04:00,262.8507402584562,270.7777512974611,255.1508664213193
04:15,291.49881663929125,300.22901100489275,282.9769474993037
04:30,263.3843385315908,271.246950817324,255.7297719626265
04:45,251.71348284106432,257.5841145502205,245.923592304984
05:00,257.20361934002455,264.3949601044291,250.2037192464337
05:15,260.10148537037816,267.780805918707,252.62033532702887
05:30,276.35697991790187,284.84074902116674,268.0832700350338
05:45,281.8557263573617,290.14232889022077,273.76512077579895
06:00,170.96062366188784,178.46653247724387,163.69798349119782
06:15,77.52419448734317,83.91566098463855,71.4316981713922
06:30,44.48276527000195,48.90886870060648,40.34560429607301
06:45,50.410482916770306,57.38959067578059,43.79190765412265
07:00,49.605401930144005,56.15996856402976,43.36554069591352
07:15,76.04217248027062,84.51812905582037,67.8972856130128
07:30,112.79158171902797,123.22131793364112,102.67172709206706
07:45,146.93068078799678,158.73089176945373,135.4354474932214
08:00,172.54936641292483,184.7728480454845,160.62526060169364
08:15,203.05056000950447,215.68897146230515,190.6778504154125
08:30,240.37370808964113,254.57931791529012,226.43975472558265
08:45,276.37769830127286,291.1542560843271,261.85726771513293
09:00,343.1743589101144,359.5737265794479,327.0233077161186
09:15,359.27167558563167,375.60243410894805,343.17546367627494
09:30,378.3593600384656,395.3781196089781,361.5871074523046
09:45,400.1077579222195,416.9830648963509,383.4409827166213
10:00,436.2958253745996,453.03581859290006,419.75842596651546
10:15,519.2969754741813,538.499208994828,500.2811267216564
10:30,595.9425623542859,616.1676374133207,575.9015328692991
10:45,621.7522049911254,641.8686812546732,601.800515666142
11:00,622.0637047596244,641.8483931238572,602.4625559413969
11:15,649.261009779532,669.5808620806886,629.1231249527797
11:30,692.1727252947451,713.0827658651241,671.4508850285548
11:45,701.1393122650983,721.1867365649946,681.2652057761311
12:00,733.7106343087537,753.4758656622708,714.0947906414326
12:15,706.5561826864198,725.6319764147386,687.6423881499951
12:30,780.6131719244402,805.0874662834068,756.7327274475438
12:45,737.4255948933969,759.1440165197479,715.9860122714935
13:00,735.3706385644566,757.6981820519288,713.4967527284243
13:15,670.2932079763206,689.1131562720092,651.6537088409002
13:30,698.8265876710576,718.098670893115,679.7410259475334
13:45,726.8247635168855,748.4404894487188,705.5551052433933
14:00,655.6270242435996,675.7821160859065,635.9266307996985
14:15,561.4552235085246,576.8800621893201,546.2172732132781
14:30,529.2839967976065,543.728347224599,515.034502323311
14:45,550.8075244453785,565.9098880994733,535.902821204615
15:00,517.9725679170906,532.0529922903894,504.0941423668867
15:15,558.9812273020099,574.2329639373577,543.9175789774264
15:30,535.8103581016337,549.8275484521461,521.9674157592113
15:45,562.831042953633,578.2176654967898,547.6366532483654
16:00,577.8116358704468,593.4481761598461,562.3532980640384
16:15,578.2986413873219,594.3545330016498,562.4364275322539
16:30,588.5065050127057,609.0452279538417,568.9159259565334
16:45,596.3393266476645,616.001976923969,577.4022854189129
17:00,431.3847948472715,450.6986972508984,412.6705099883077
17:15,202.68899198777478,216.13157181826935,189.54712494242943
17:30,195.40761228645871,208.77335605101476,182.34876334532575
17:45,205.70620690153157,219.73420634157753,191.98146554636853
18:00,248.38410686440693,263.38689698150404,233.6502886882392
18:15,300.35585386984064,316.192177247366,284.76570115552585
18:30,340.3493283504763,356.6043115357716,324.32222004361796
18:45,422.2723065458351,440.39287942902405,404.38143188944446
19:00,426.76139163485203,443.8514704287888,409.8771804805074
19:15,461.5140395514639,479.1690526043817,444.0749647593291
19:30,508.98583816622323,526.9389516203429,491.22227510926774
19:45,540.8748059766862,559.3315609269063,522.6046721189691
20:00,616.0484360294076,635.7311188261702,596.5233176453908
20:15,680.2247706271878,700.749129292127,659.8349358904292
20:30,725.4894149563775,746.1717682541943,704.9460322213266
20:45,723.0189539305773,743.534284168279,702.651454218159
21:00,751.428961466423,771.6144105844166,731.4185314318097
21:15,759.3800308814755,780.0762193306592,738.8181848832933
21:30,776.7602864938507,797.1409530002765,756.5235138182861
21:45,723.2891269041464,742.890080055759,703.8562727118657
22:00,753.6318819572701,774.2840803894755,733.1443858228591
22:15,738.8995775386671,758.6271313761426,719.3492454491061
22:30,690.2031387903094,709.3485740718062,671.2538398186488
22:45,693.4709667409317,712.0251916156219,675.0688587590206
23:00,666.363448732152,685.2480217361996,647.6579063628545
23:15,593.8564607794965,611.2456268485341,576.6701949193773
23:30,595.5691806736014,613.8338907298511,577.5083255276278
23:45,645.5677782850483,665.0099819231425,626.3230331553258
